# file...... time_results/meter_data_no1547_zip/current/m652.csv
# date...... Wed May  2 01:07:02 2018
# user...... ericlinxie
# host...... (null)
# target.... meter 61
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_current_A.real,measured_current_A.imag,measured_current_B.real,measured_current_B.imag,measured_current_C.real,measured_current_C.imag
2000-08-02 12:04:46 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:04:47 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:04:48 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:04:49 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:04:50 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:04:51 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:04:52 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:04:53 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:04:54 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:04:55 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:04:56 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:04:57 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:04:58 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:04:59 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:00 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:01 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:02 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:03 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:04 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:05 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:06 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:07 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:08 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:09 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:10 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:11 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:12 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:13 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:14 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:15 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:16 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:17 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:18 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:19 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:20 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:21 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:22 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:23 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:24 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:25 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:26 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:27 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:28 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:29 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:30 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:31 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:32 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:33 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:34 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:35 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:36 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:37 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:38 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:39 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:40 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:41 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:42 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:43 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:44 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:45 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:46 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:47 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:48 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:49 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:50 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:51 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:52 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:53 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:54 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:55 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:56 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:05:57 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:58 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:05:59 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:00 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:01 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:02 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:03 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:04 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:05 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:06 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:07 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:08 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:09 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:10 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:11 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:12 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:13 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:14 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:15 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:16 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:17 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:18 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:19 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:20 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:21 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:22 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:23 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:24 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:25 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:26 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:27 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:28 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:29 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:30 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:31 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:32 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:33 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:34 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:35 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:36 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:37 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:38 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:39 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:40 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:41 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:42 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:43 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:44 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:45 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:46 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:47 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:48 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:49 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:50 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:51 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:52 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:53 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:54 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:55 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:56 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:06:57 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:58 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:06:59 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:00 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:01 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:02 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:03 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:04 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:05 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:06 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:07 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:08 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:09 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:10 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:11 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:12 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:13 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:14 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:15 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:16 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:17 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:18 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:19 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:20 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:21 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:22 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:23 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:24 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:25 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:26 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:27 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:28 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:29 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:30 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:31 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:32 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:33 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:34 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:35 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:36 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:37 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:38 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:39 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:40 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:41 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:42 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:43 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:44 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:45 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:46 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:47 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:48 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:49 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:50 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:51 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:52 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:53 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:54 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:55 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:56 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:07:57 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:58 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:07:59 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:00 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:01 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:02 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:03 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:04 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:05 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:06 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:07 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:08 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:09 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:10 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:11 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:12 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:13 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:14 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:15 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:16 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:17 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:18 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:19 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:20 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:21 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:22 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:23 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:24 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:25 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:26 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:27 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:28 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:29 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:30 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:31 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:32 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:33 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:34 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:35 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:36 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:37 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:38 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:39 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:40 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:41 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:42 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:43 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:44 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:45 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:46 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:47 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:48 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:49 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:50 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:51 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:52 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:53 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:54 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:55 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:56 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:57 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:08:58 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:08:59 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:00 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:01 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:02 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:03 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:04 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:05 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:06 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:07 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:08 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:09 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:10 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:11 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:12 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:13 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:14 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:15 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:16 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:17 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:18 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:19 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:20 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:21 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:22 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:23 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:24 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:25 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:26 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:27 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:28 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:29 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:30 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:31 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:32 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:33 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:34 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:35 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:36 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:37 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:38 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:39 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:40 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:41 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:42 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:43 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:44 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:45 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:46 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:47 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:48 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:49 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:50 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:51 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:52 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:53 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:54 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:55 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:56 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:57 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:09:58 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:09:59 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:10:00 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:01 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:02 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:03 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:04 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:10:05 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:06 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:07 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:08 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:10:09 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:10 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:11 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:10:12 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:13 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:10:14 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:15 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:16 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:17 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:18 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:10:19 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:20 HDT,+60.0488,-23.2997,+0,+0,+0,+0
2000-08-02 12:10:21 HDT,+60.0488,-23.2996,+0,+0,+0,+0
2000-08-02 12:10:22 HDT,+60.0488,-23.2997,+0,+0,+0,+0
